Chromosome,-log10(P-value),Log2 Fold Change,Gene,Ensembl ID
chr12,20.037,3.157,CDK2AP1,ENSG00000111328.7_8
chr6,3.199,3.157,RREB1,ENSG00000124782.20_8
chr13,3.199,3.157,WASF3,ENSG00000132970.14_6
chr14,6.266,3.157,PELI2,ENSG00000139946.10_3
chr5,5.209,3.157,BOD1,ENSG00000145919.11_6
chr1,9.033,3.157,HEATR1,ENSG00000119285.11_5
chr2,3.199,3.157,RNASEH1,ENSG00000171865.10_5
chrX,4.168,3.156,USP9X,ENSG00000124486.13_5
chr10,4.711,3.156,SEPHS1,ENSG00000086475.15_4
chr16,5.106,3.156,CMTM4,ENSG00000183723.12_4
chr17,5.27,3.155,PRPF8,ENSG00000174231.17_5
chr6,7.065,3.155,SOX4,ENSG00000124766.7_4
chr5,10.298,3.155,COX7C,ENSG00000127184.13_6
chr16,36.253,3.154,ATP6V0C,ENSG00000185883.12_4
chr7,400.0,3.154,ZC3HAV1,ENSG00000105939.13_5
chrX,6.625,3.153,MMGT1,ENSG00000169446.5_3
chr17,32.124,3.153,SRSF1,ENSG00000136450.13_6
chr18,5.963,3.153,TXNL4A,ENSG00000141759.15_4
chr15,4.898,3.152,ST20-AS1,ENSG00000259642.2_6
chr17,3.506,3.152,HS3ST3B1,ENSG00000125430.9_4
chr12,8.43,3.152,SBNO1,ENSG00000139697.14_3
chr8,11.924,3.151,RPL8,ENSG00000161016.17_6
chr5,9.509,3.151,RNF130,ENSG00000113269.14_6
chr10,56.106,3.15,SCD,ENSG00000099194.6_3
chr12,6.531,3.15,ZNF664,ENSG00000179195.16_4
chr17,7.779,3.149,HELZ,ENSG00000198265.12_6
chr8,17.713,3.149,CNOT7,ENSG00000198791.12_4
chr16,7.779,3.149,CNOT1,ENSG00000125107.18_5
chr16,8.137,3.149,ZCCHC14,ENSG00000140948.13_5
chr17,5.908,3.149,AC099850.3,ENSG00000265303.1_9
chr9,4.411,3.147,ECPAS,ENSG00000136813.14_8
chr6,10.976,3.147,AKIRIN2,ENSG00000135334.9_4
chr7,5.551,3.147,TRRAP,ENSG00000196367.13_4
chr7,400.0,3.147,ZC3HAV1,ENSG00000105939.13_5
chr15,4.487,3.147,CHSY1,ENSG00000131873.7_5
chr1,4.014,3.147,USP24,ENSG00000162402.14_4
chr5,18.536,3.147,HNRNPAB,ENSG00000197451.12_4
chr12,6.087,3.147,LEMD3,ENSG00000174106.3_4
chr4,3.137,3.146,BEND4,ENSG00000188848.16_5
chr1,5.718,3.146,NDC1,ENSG00000058804.12_4
chr5,3.272,3.146,HOMER1,ENSG00000152413.15_4
chr5,3.272,3.146,FOXD1,ENSG00000251493.5_5
chr17,3.137,3.146,VMP1,ENSG00000062716.13_4
chr11,5.373,3.146,EXT2,ENSG00000151348.14_4
chr8,12.338,3.145,TRAM1,ENSG00000067167.8_4
chr7,400.0,3.145,ZC3HAV1,ENSG00000105939.13_5
chr7,400.0,3.145,ZC3HAV1,ENSG00000105939.13_5
chr17,3.083,3.144,PRR11,ENSG00000068489.12_5
chrX,3.096,3.144,USP9X,ENSG00000124486.13_5
chr14,4.498,3.144,DICER1,ENSG00000100697.14_5
chr9,3.44,3.144,GPR107,ENSG00000148358.19_3
chr16,6.31,3.144,ZCCHC14,ENSG00000140948.13_5
chr4,5.386,3.144,DHX15,ENSG00000109606.13_4
chr8,5.386,3.144,TNFRSF10D,ENSG00000173530.6_4
chr3,22.014,3.143,RPL15,ENSG00000174748.21_8
chr12,4.898,3.143,SBNO1,ENSG00000139697.14_3
chr7,400.0,3.143,ZC3HAV1,ENSG00000105939.13_5
chr8,34.41,3.143,RPS20|SNORD54,ENSG00000238650.1||ENSG00000008988.9_3
chr22,3.06,3.142,TNRC6B,ENSG00000100354.21_7
chr8,3.06,3.142,ARMC1,ENSG00000104442.10_7
chr3,18.973,3.142,TRA2B,ENSG00000136527.18_5
chr2,4.411,3.142,KCMF1,ENSG00000176407.18_4
chr12,7.726,3.141,SMIM10L1,ENSG00000256537.5_3
chr1,16.29,3.141,RAB4A,ENSG00000168118.12_4
chr10,17.672,3.14,SCD,ENSG00000099194.6_3
chr5,3.083,3.14,RNF145,ENSG00000145860.11_5
chr7,400.0,3.139,ZC3HAV1,ENSG00000105939.13_5
chrX,5.581,3.139,ATP6AP1,ENSG00000071553.17_5
chr2,15.621,3.139,NCKAP1,ENSG00000061676.15_5
chrX,3.44,3.138,KLHL15,ENSG00000174010.9_3
chr7,3.866,3.138,MTURN,ENSG00000180354.16_5
chr15,3.068,3.138,NIPA2,ENSG00000140157.14_6
chr16,4.014,3.138,TENT4B,ENSG00000121274.13_4
chr8,69.006,3.137,PABPC1,ENSG00000070756.16_7
chr8,15.38,3.137,CNOT7,ENSG00000198791.12_4
chr13,5.718,3.137,SLC7A1,ENSG00000139514.13_5
chr8,6.001,3.137,ELOC,ENSG00000154582.16_4
chr21,5.373,3.136,GET1,ENSG00000182093.16_6
chr16,10.358,3.136,CNOT1,ENSG00000125107.18_5
chr5,4.256,3.136,NSD1,ENSG00000165671.20_4
chr7,8.038,3.135,YWHAG,ENSG00000170027.7_5
chr16,8.222,3.135,UBFD1,ENSG00000103353.16_5
chrpToto1101,400.0,3.134,,
chr1,6.287,3.134,LBR,ENSG00000143815.15_6
chr6,10.059,3.134,RPF2,ENSG00000197498.13_3
chr5,4.168,3.134,MARCHF6,ENSG00000145495.16_5
chr22,10.84,3.134,SMARCB1,ENSG00000099956.19_5
chr3,3.667,3.133,GSK3B,ENSG00000082701.15_6
chr18,3.346,3.133,PIAS2,ENSG00000078043.16_8
chrX,4.741,3.133,MTMR1,ENSG00000063601.17_6
chr8,4.186,3.133,AGO2,ENSG00000123908.12_5
chr11,5.095,3.133,MTCH2,ENSG00000109919.10_5
chr6,35.015,3.133,H4C5,ENSG00000276966.2_3
chr10,24.177,3.132,SCD,ENSG00000099194.6_3
chr22,38.175,3.132,MIF,ENSG00000240972.2_5
chr14,11.924,3.132,MARK3,ENSG00000075413.18_6
chr17,3.774,3.131,KIAA0100,ENSG00000007202.15_6
chr11,3.774,3.131,EI24,ENSG00000149547.15_8
chr16,3.925,3.131,PHKB,ENSG00000102893.16_6
chr1,3.332,3.131,ATP5PB,ENSG00000116459.11_4
chr18,3.925,3.131,SEH1L,ENSG00000085415.16_5
chr4,12.704,3.131,TMEM33,ENSG00000109133.13_3
chr15,4.498,3.13,TJP1,ENSG00000104067.16_5
chr1,9.894,3.13,RPL22,ENSG00000116251.11_6
chr7,400.0,3.129,ZC3HAV1,ENSG00000105939.13_5
chr2,7.775,3.128,SP9,ENSG00000217236.2_4
chr12,3.302,3.127,BTG1,ENSG00000133639.6_5
chr6,3.958,3.126,PHIP,ENSG00000146247.14_5
chr10,3.958,3.126,NHLRC2,ENSG00000196865.4_3
chr7,18.307,3.126,ACTB,ENSG00000075624.16_7
chr22,10.94,3.126,EIF3L,ENSG00000100129.18_7
chr8,3.682,3.126,OSGIN2,ENSG00000164823.11_5
chr16,8.323,3.126,AC138811.2|ARL6IP1,ENSG00000260342.2_8||ENSG00000170540.15_5
chr10,3.958,3.126,TCF7L2,ENSG00000148737.17_7
chr7,400.0,3.125,ZC3HAV1,ENSG00000105939.13_5
chr2,7.6,3.124,NIFK,ENSG00000155438.12_5
chr8,25.328,3.122,RPL8,ENSG00000161016.17_6
chr7,15.818,3.122,UBE3C,ENSG00000009335.18_4
chr21,3.332,3.122,GET1,ENSG00000182093.16_6
chr1,9.364,3.121,SLC16A1,ENSG00000155380.11_8
chr18,13.381,3.12,RPL17|SNORD58C,ENSG00000202093.1||ENSG00000265681.7_7
chr9,3.199,3.12,PTPN3,ENSG00000070159.14_4
chr12,10.717,3.12,TMBIM6,ENSG00000139644.13_8
chr19,14.272,3.12,LMNB2,ENSG00000176619.13_6
chrX,10.659,3.119,RBBP7,ENSG00000102054.17_4
chr17,7.345,3.119,CSNK1D,ENSG00000141551.14_6
chr14,3.44,3.118,SUPT16H,ENSG00000092201.10_4
chr22,23.228,3.118,AP000350.4|MIF,ENSG00000251357.4_6||ENSG00000240972.2_5
chr3,4.721,3.118,GSK3B,ENSG00000082701.15_6
chr1,7.721,3.118,RO60,ENSG00000116747.12_5
chr15,3.06,3.118,NIPA2,ENSG00000140157.14_6
chr11,6.731,3.118,EIF4G2,ENSG00000110321.17_9
chr6,6.674,3.118,HDAC2,ENSG00000196591.12_5
chr7,400.0,3.118,ZC3HAV1,ENSG00000105939.13_5
chr3,3.395,3.118,SHQ1,ENSG00000144736.14_4
chr21,12.43,3.118,RRP1B,ENSG00000160208.13_3
chrX,4.985,3.118,PLS3,ENSG00000102024.18_4
chr16,4.256,3.118,RNPS1,ENSG00000205937.12_8
chr8,3.44,3.118,SLC7A2,ENSG00000003989.17_6
chrM,67.228,3.117,MT-RNR1,ENSG00000211459.2
chr7,400.0,3.116,ZC3HAV1,ENSG00000105939.13_5
chr2,7.345,3.116,PCBP1,ENSG00000169564.7_4
chr20,4.014,3.115,CST3,ENSG00000101439.9_5
chr17,4.681,3.115,GGNBP2,ENSG00000278311.5_5
chr9,3.787,3.115,AL161787.1,ENSG00000219928.2_5
chr19,7.747,3.115,AKT1S1,ENSG00000204673.10_5
chr8,4.655,3.115,NEFL,ENSG00000277586.2_4
chr14,5.908,3.114,SOCS4,ENSG00000180008.9_3
chr11,13.391,3.113,CD81,ENSG00000110651.11_5
chr8,3.04,3.112,SLC25A32|AC012213.5,ENSG00000285982.1_2||ENSG00000164933.12_6
chr2,3.682,3.112,AGAP1,ENSG00000157985.19_5
chr7,3.04,3.112,HOXA10,ENSG00000253293.5_5
chr2,7.226,3.111,ODC1,ENSG00000115758.13_8
chr8,50.648,3.111,PABPC1,ENSG00000070756.16_7
chr19,44.467,3.111,RPS19,ENSG00000105372.8_6
chr2,56.041,3.111,RPL37A,ENSG00000197756.10_3
chr18,4.645,3.111,SEC11C,ENSG00000166562.9_3
chr10,3.268,3.11,PDZD8,ENSG00000165650.12_4
chr19,26.178,3.109,BSG,ENSG00000172270.20_6
chr8,3.403,3.109,JPH1,ENSG00000104369.5_4
chr17,10.916,3.109,EIF1,ENSG00000173812.11_4
chr2,4.561,3.109,SPRED2,ENSG00000198369.10_6
chr3,6.731,3.109,SRPRB,ENSG00000144867.12_5
chr3,4.664,3.109,SNORD19B,ENSG00000252787.1
chr17,26.848,3.109,RPL23,ENSG00000125691.13_7
chr16,3.742,3.108,USP31,ENSG00000103404.14_5
chr6,3.199,3.107,UBE2J1,ENSG00000198833.7_4
chr2,9.611,3.107,PREPL,ENSG00000138078.15_5
chr15,4.428,3.107,SCAMP2,ENSG00000140497.16_5
chr6,7.526,3.107,AMD1,ENSG00000123505.18_7
chr6,12.755,3.106,BCLAF1,ENSG00000029363.17_8
chr10,9.519,3.106,ZNF503,ENSG00000165655.17_5
chrM,400.0,3.104,MT-CO1,ENSG00000198804.2_1
chr4,5.718,3.102,TMEM184C,ENSG00000164168.8_3
chr8,3.083,3.102,MRPL15,ENSG00000137547.9_6
chr7,5.474,3.102,SUMF2,ENSG00000129103.18_4
chr2,6.177,3.102,EIF2AK2,ENSG00000055332.18_7
chr5,3.784,3.102,ATG12,ENSG00000145782.13_6
chr2,3.332,3.102,SOCS5,ENSG00000171150.9_4
chr3,3.961,3.102,RNA5SP150|AC007547.3,ENSG00000285546.1_1||ENSG00000199839.1
chr5,4.645,3.101,LPCAT1,ENSG00000153395.10_4
chr17,4.29,3.1,KLHL11,ENSG00000178502.6_4
chr6,13.596,3.099,TXNDC5,ENSG00000239264.9_5
chr6,9.271,3.099,H2AC11,ENSG00000196787.3_3
chr19,11.135,3.099,RPL18,ENSG00000063177.13_6
chr3,7.861,3.099,TFRC,ENSG00000072274.13_5
chr5,5.569,3.098,RNF145,ENSG00000145860.11_5
chr15,5.569,3.098,IGF1R,ENSG00000140443.15_6
chr17,3.774,3.098,MSI2,ENSG00000153944.11_7
chr12,10.065,3.098,ZNF664,ENSG00000179195.16_4
chr17,87.217,3.098,SRSF1,ENSG00000136450.13_6
chr22,9.284,3.097,TUG1,ENSG00000253352.9_6
chr2,6.277,3.097,ODC1,ENSG00000115758.13_8
chr12,16.656,3.096,PTPN11,ENSG00000179295.17_3
chr2,15.38,3.096,CUL3,ENSG00000036257.13_5
chr1,4.664,3.096,LBR,ENSG00000143815.15_6
chr7,400.0,3.095,ZC3HAV1,ENSG00000105939.13_5
chr17,7.675,3.094,RAB40B,ENSG00000141542.11_4
chr9,6.266,3.094,RRAGA,ENSG00000155876.6_4
chr9,4.741,3.094,TGFBR1,ENSG00000106799.13_4
chr4,5.379,3.094,ADGRA3,ENSG00000152990.14_5
chr16,3.06,3.094,FOPNL,ENSG00000133393.13_5
chr10,4.741,3.094,ABLIM1,ENSG00000099204.20_7
chr2,5.474,3.093,PKP4,ENSG00000144283.21_5
chr5,20.461,3.093,HNRNPA0,ENSG00000177733.7_4
chr16,12.836,3.092,USP7,ENSG00000187555.16_7
chrM,400.0,3.092,MT-CO1,ENSG00000198804.2_1
chr8,5.142,3.092,ARHGEF10,ENSG00000104728.16_6
chr1,4.014,3.091,KDM1A,ENSG00000004487.16_5
chr12,3.44,3.091,C12orf49,ENSG00000111412.6_5
chrX,3.079,3.091,RBMX,ENSG00000147274.14_5
chr6,3.682,3.091,HDAC2,ENSG00000196591.12_5
chr17,4.985,3.091,BPTF,ENSG00000171634.18_6
chr13,4.774,3.091,TM9SF2,ENSG00000125304.10_5
chr3,9.035,3.09,RPL35A,ENSG00000182899.17_7
chr5,12.102,3.09,LMAN2,ENSG00000169223.15_6
chr15,4.487,3.089,B2M,ENSG00000166710.20_5
chr7,3.083,3.089,FKBP9,ENSG00000122642.11_4
chr1,3.083,3.089,ZNF326,ENSG00000162664.17_3
chr5,5.718,3.089,ETF1,ENSG00000120705.13_5
chr7,400.0,3.089,ZC3HAV1,ENSG00000105939.13_5
chr17,3.507,3.088,SNORD3C,ENSG00000264940.4_2
chr1,16.874,3.088,CSDE1,ENSG00000009307.16_8
chr9,4.498,3.088,FUBP3,ENSG00000107164.16_4
chr12,4.255,3.088,RAP1B,ENSG00000127314.18_5
chr7,4.498,3.088,REPIN1,ENSG00000214022.11_9
chr15,6.498,3.087,IREB2,ENSG00000136381.13_4
chr16,3.332,3.087,AC092139.1,ENSG00000272923.1_7
chr1,27.28,3.087,H3-3A,ENSG00000163041.12_6
chr12,10.183,3.085,FBRSL1,ENSG00000112787.13_7
chr2,6.556,3.085,CUL3,ENSG00000036257.13_5
chr8,3.06,3.085,RB1CC1,ENSG00000023287.13_7
chr16,4.664,3.084,UBFD1,ENSG00000103353.16_5
chr2,6.73,3.084,RTN4,ENSG00000115310.18_6
chr7,400.0,3.083,ZC3HAV1,ENSG00000105939.13_5
chr7,14.487,3.083,UBE3C,ENSG00000009335.18_4
chr6,6.453,3.083,AL135905.2,ENSG00000285976.2_3
chr7,20.323,3.082,ACTB,ENSG00000075624.16_7
chr7,7.6,3.082,NDUFA4,ENSG00000189043.10_4
chr4,12.109,3.081,DHX15,ENSG00000109606.13_4
chrX,28.207,3.081,DDX3X,ENSG00000215301.10_8
chr1,4.256,3.081,NDC1,ENSG00000058804.12_4
chr5,4.898,3.081,RNF130,ENSG00000113269.14_6
chr7,7.919,3.08,RBM33,ENSG00000184863.11_6
chr22,4.098,3.08,MAPK1,ENSG00000100030.14_3
chr10,8.975,3.08,TCF7L2,ENSG00000148737.17_7
chr19,7.027,3.08,TIMM44,ENSG00000104980.8_5
chr12,4.266,3.08,ADIPOR2,ENSG00000006831.10_3
chr2,4.186,3.079,SOS1,ENSG00000115904.13_5
chr1,21.223,3.079,GAS5,ENSG00000234741.8_8
chr15,5.229,3.079,TJP1,ENSG00000104067.16_5
chr22,17.407,3.078,NUP50,ENSG00000093000.19_4
chr8,10.606,3.078,AGPAT5,ENSG00000155189.12_5
chrX,6.001,3.077,TBL1X,ENSG00000101849.17_7
chr4,5.648,3.077,ADGRA3,ENSG00000152990.14_5
chr16,7.284,3.077,CMTM4,ENSG00000183723.12_4
chr14,3.137,3.077,ERG28,ENSG00000133935.7_7
chr11,15.917,3.076,RBM14,ENSG00000239306.4_3
chr22,44.85,3.076,AP000350.4|MIF,ENSG00000240972.2_5||ENSG00000251357.4_6
chr19,6.001,3.076,SLC35E1,ENSG00000127526.15_5
chr10,5.379,3.076,WAC,ENSG00000095787.23_7
chr15,5.229,3.075,ZNF106,ENSG00000103994.17_8
chr1,14.193,3.074,TOMM20,ENSG00000173726.11_4
chr5,10.538,3.074,LPCAT1,ENSG00000153395.10_4
chr12,16.002,3.074,MRPL51,ENSG00000111639.8_6
chr17,44.7,3.074,RPS2P46,ENSG00000189343.7_4
chr9,4.898,3.073,ABL1,ENSG00000097007.19_7
chr1,26.474,3.073,H3-3A,ENSG00000163041.12_6
chr1,7.065,3.073,DHX9,ENSG00000135829.17_3
chr14,6.498,3.073,HECTD1,ENSG00000092148.13_7
chr2,7.243,3.072,YWHAQ,ENSG00000134308.14_6
chr17,5.897,3.072,NF1,ENSG00000196712.18_6
chr12,4.468,3.072,EP400,ENSG00000183495.14_3
chr11,6.627,3.072,DDX6,ENSG00000110367.13_5
chr16,3.558,3.071,FOPNL,ENSG00000133393.13_5
chr8,6.103,3.071,PCM1,ENSG00000078674.17_4
chr12,7.143,3.071,XPOT,ENSG00000184575.12_3
chr15,3.925,3.071,ARRDC4,ENSG00000140450.9_3
chr6,6.697,3.069,SEC63,ENSG00000025796.14_4
chr2,3.506,3.069,CUL3,ENSG00000036257.13_5
chr12,17.656,3.068,RPL18AP3,ENSG00000213442.5_4
chr16,3.107,3.068,AMFR,ENSG00000159461.15_6
chr2,4.411,3.068,PCYOX1,ENSG00000116005.12_6
chr4,3.107,3.068,TMEM184C,ENSG00000164168.8_3
chr17,3.04,3.068,MBTD1,ENSG00000011258.16_5
chr1,3.107,3.068,PSMB4,ENSG00000159377.11_3
chr7,5.076,3.068,HIPK2,ENSG00000064393.16_5
chr11,3.526,3.068,IPO7,ENSG00000205339.10_3
chr16,6.985,3.068,GDE1,ENSG00000006007.12_4
chr21,3.861,3.068,IFNAR1,ENSG00000142166.13_4
chr9,6.453,3.068,SPIN1,ENSG00000106723.17_3
chr1,3.06,3.068,UHMK1,ENSG00000152332.16_3
chr5,4.014,3.067,NDUFS6,ENSG00000145494.11_2
chr3,6.73,3.066,SLC25A36,ENSG00000114120.14_6
chr17,25.117,3.066,RPL23,ENSG00000125691.13_7
chr17,6.498,3.065,MED13,ENSG00000108510.10_5
chrM,19.919,3.064,MT-RNR1,ENSG00000211459.2
chr19,5.373,3.063,RPS9,ENSG00000170889.14_5
chr17,6.531,3.063,CLTC,ENSG00000141367.12_5
chr18,6.731,3.063,TXNL4A,ENSG00000141759.15_4
chr17,7.779,3.063,PAFAH1B1,ENSG00000007168.13_4
chr11,5.64,3.063,RDX,ENSG00000137710.16_6
chr13,14.909,3.063,PROSER1,ENSG00000120685.20_6
chr7,400.0,3.062,ZC3HAV1,ENSG00000105939.13_5
chr1,7.526,3.062,BROX,ENSG00000162819.12_4
chr2,5.337,3.062,PREPL,ENSG00000138078.15_5
chr1,7.951,3.062,PSMB2,ENSG00000126067.12_4
chr8,3.083,3.062,NEFL,ENSG00000277586.2_4
chr22,4.29,3.062,TUG1,ENSG00000253352.9_6
chr10,3.732,3.062,WAC,ENSG00000095787.23_7
chr17,3.805,3.061,NFE2L1,ENSG00000082641.16_6
chr15,5.963,3.061,ANP32A,ENSG00000140350.15_5
chr6,5.729,3.061,H2AC4,ENSG00000278463.1_3
chr8,11.292,3.06,RPL8,ENSG00000161016.17_6
chr10,13.418,3.06,BUB3,ENSG00000154473.18_4
chr1,9.701,3.06,DESI2,ENSG00000121644.19_3
chr19,21.215,3.06,ILF3,ENSG00000129351.17_5
chr2,9.447,3.06,NCKAP1,ENSG00000061676.15_5
chr1,8.249,3.059,B3GALT6,ENSG00000176022.7_7
chr15,7.747,3.059,HACD3,ENSG00000074696.13_4
chr14,5.379,3.059,CALM1,ENSG00000198668.12_5
chr8,5.801,3.058,WWP1,ENSG00000123124.14_3
chr2,3.235,3.057,MBOAT2,ENSG00000143797.12_6
chr12,5.229,3.057,RPS2P5,ENSG00000240342.3_4
chr12,4.266,3.057,LEMD3,ENSG00000174106.3_4
chr7,3.784,3.057,SLC35B4,ENSG00000205060.11_4
chr7,400.0,3.057,ZC3HAV1,ENSG00000105939.13_5
chr3,10.179,3.057,DLG1,ENSG00000075711.21_7
chr14,3.784,3.057,CNIH1,ENSG00000100528.12_5
chr15,10.117,3.056,UBE3A,ENSG00000114062.20_8
chr19,15.51,3.055,BSG,ENSG00000172270.20_6
chr20,5.718,3.055,YTHDF1,ENSG00000149658.18_4
chr14,3.925,3.055,CNIH1,ENSG00000100528.12_5
chr8,43.855,3.055,PABPC1,ENSG00000070756.16_7
chr8,6.453,3.055,RB1CC1,ENSG00000023287.13_7
chr17,8.927,3.055,WDR45B,ENSG00000141580.16_5
chr2,3.332,3.055,TSN,ENSG00000211460.12_5
chr2,3.44,3.055,ABI2,ENSG00000138443.16_5
chr7,4.014,3.054,HOXA3,ENSG00000105997.22_5
chr2,25.202,3.054,GORASP2,ENSG00000115806.13_3
chr5,13.737,3.054,RPL37,ENSG00000145592.14_6
chr7,5.729,3.054,CALU,ENSG00000128595.17_6
chr4,3.506,3.054,RPS21P4,ENSG00000242358.1_4
chr6,5.569,3.053,TMEM30A,ENSG00000112697.17_5
chr1,3.096,3.052,SLC2A1,ENSG00000117394.23_7
chr3,7.345,3.051,SLC25A36,ENSG00000114120.14_6
chrX,5.27,3.051,FMR1,ENSG00000102081.14_8
chr11,6.56,3.051,RBM14,ENSG00000239306.4_3
chr5,5.373,3.051,PANK3,ENSG00000120137.7_5
chr11,4.985,3.051,QSER1,ENSG00000060749.15_4
chr16,14.731,3.05,USP7,ENSG00000187555.16_7
chr2,5.017,3.05,ODC1,ENSG00000115758.13_8
chr10,8.975,3.05,COMMD3-BMI1|BMI1,ENSG00000168283.14_5||ENSG00000269897.5_4
chr7,400.0,3.05,ZC3HAV1,ENSG00000105939.13_5
chr1,3.197,3.049,CLCC1,ENSG00000121940.15_4
chr16,6.284,3.049,USP31,ENSG00000103404.14_5
chr1,6.887,3.049,DHCR24,ENSG00000116133.13_5
chr3,28.11,3.049,SNORD2,ENSG00000238942.1
chr17,3.958,3.048,TRIM37,ENSG00000108395.14_7
chr16,4.487,3.048,UBE2I,ENSG00000103275.20_4
chr1,8.612,3.048,NUCKS1,ENSG00000069275.13_4
chr12,4.872,3.048,CDK2AP1,ENSG00000111328.7_8
chr16,5.581,3.047,CNOT1,ENSG00000125107.18_5
chr12,4.186,3.047,SLC38A1,ENSG00000111371.16_5
chr10,5.718,3.046,TWNK,ENSG00000107815.10_6
chr6,3.925,3.046,RPL15P3,ENSG00000212802.4_2
chr18,3.961,3.046,PIAS2,ENSG00000078043.16_8
chr19,27.891,3.045,BSG,ENSG00000172270.20_6
chr19,7.342,3.045,RPS11,ENSG00000142534.7_4
chr16,3.983,3.044,TENT4B,ENSG00000121274.13_4
chr8,8.842,3.044,AGO2,ENSG00000123908.12_5
chr10,3.282,3.044,GHITM,ENSG00000165678.21_4
chr10,23.474,3.044,SCD,ENSG00000099194.6_3
chr16,3.282,3.044,UBFD1,ENSG00000103353.16_5
chr1,3.774,3.044,B3GALT6,ENSG00000176022.7_7
chr3,8.43,3.044,TRA2B,ENSG00000136527.18_5
chr10,4.225,3.044,CUL2,ENSG00000108094.15_4
chr1,3.861,3.044,SLC25A33,ENSG00000171612.7_4
chr9,5.123,3.044,SEC61B,ENSG00000106803.10_3
chr7,14.198,3.042,ACTB,ENSG00000075624.16_7
chr1,8.215,3.042,DDOST,ENSG00000244038.9_6
chr9,7.243,3.042,MAPKAP1,ENSG00000119487.17_7
chr1,3.658,3.042,CEP350,ENSG00000135837.16_6
chr8,9.156,3.042,YTHDF3,ENSG00000185728.17_7
chr16,15.836,3.041,CNOT1,ENSG00000125107.18_5
chr7,9.538,3.041,UBE3C,ENSG00000009335.18_4
chr3,12.776,3.041,RPL15,ENSG00000174748.21_8
chr7,3.137,3.04,KDELR2,ENSG00000136240.10_5
chr1,6.73,3.04,LPGAT1,ENSG00000123684.13_4
chr7,400.0,3.04,ZC3HAV1,ENSG00000105939.13_5
chr3,3.137,3.04,GNAI2,ENSG00000114353.17_4
chr6,12.254,3.039,H2AC11,ENSG00000196787.3_3
chr17,4.512,3.039,KPNA2,ENSG00000182481.9_4
chr6,14.606,3.039,H4C8,ENSG00000158406.4_4
chr12,4.475,3.039,ARID2,ENSG00000189079.17_5
chr20,11.325,3.039,APMAP,ENSG00000101474.12_5
chr17,3.332,3.039,NPLOC4,ENSG00000182446.14_5
chr2,4.487,3.039,RIF1,ENSG00000080345.18_7
chr17,10.151,3.039,USP22,ENSG00000124422.12_6
chr7,4.168,3.038,,
chr3,3.557,3.038,MSL2,ENSG00000174579.4_5
chr2,4.741,3.038,SESTD1,ENSG00000187231.14_6
chr22,7.265,3.038,RBFOX2,ENSG00000100320.23_6
chr1,5.236,3.037,B3GALT6,ENSG00000176022.7_7
chrX,39.124,3.037,DDX3X,ENSG00000215301.10_8
chr3,13.242,3.037,RPL15,ENSG00000174748.21_8
chr19,13.216,3.037,BSG,ENSG00000172270.20_6
chr4,5.373,3.037,TMEM184C,ENSG00000164168.8_3
chr11,4.948,3.036,RPS13,ENSG00000110700.7_5
chr8,7.426,3.036,YTHDF3,ENSG00000185728.17_7
chr17,8.675,3.036,RABEP1,ENSG00000029725.17_6
chr8,37.908,3.036,PABPC1,ENSG00000070756.16_7
chr11,5.485,3.035,TIMM10B,ENSG00000132286.12_4
chr4,9.271,3.035,DANCR,ENSG00000226950.7_6
chr5,4.277,3.035,CCT5,ENSG00000150753.12_6
chr2,4.065,3.034,ITM2C,ENSG00000135916.16_6
chr7,400.0,3.033,ZC3HAV1,ENSG00000105939.13_5
chr14,7.43,3.033,TMED10,ENSG00000170348.9_4
chr11,3.06,3.033,AP001324.1,ENSG00000227615.1_5
chr8,4.985,3.033,XPO7,ENSG00000130227.17_4
chr5,9.701,3.033,PDCD6,ENSG00000249915.8_4
chr11,6.208,3.033,RBM14-RBM4|RBM4,ENSG00000173933.20_4||ENSG00000248643.5_4
chr17,36.834,3.033,RPL23,ENSG00000125691.13_7
chr1,9.035,3.033,DHCR24,ENSG00000116133.13_5
chrX,3.784,3.033,PHF6,ENSG00000156531.16_3
chr19,17.32,3.033,HNRNPUL1,ENSG00000105323.17_5
chr11,8.316,3.033,RBM14-RBM4|RBM4,ENSG00000248643.5_4||ENSG00000173933.20_4
chr8,3.083,3.033,CLN8,ENSG00000182372.10_6
chr10,5.337,3.032,VTI1A,ENSG00000151532.13_2
chr12,4.741,3.031,ARID2,ENSG00000189079.17_5
chr2,3.667,3.031,ATRAID,ENSG00000138085.16_7
chr7,400.0,3.03,ZC3HAV1,ENSG00000105939.13_5
chr13,7.707,3.03,RNF6,ENSG00000127870.17_5
chr17,31.267,3.029,SRSF1,ENSG00000136450.13_6
chr10,7.3,3.028,KIF5B,ENSG00000170759.11_4
chr12,3.958,3.027,TUBA1B,ENSG00000123416.15_7
chr7,3.107,3.027,CHCHD2,ENSG00000106153.13_4
chr7,7.861,3.027,SLC35B4,ENSG00000205060.11_4
chr13,14.427,3.027,TM9SF2,ENSG00000125304.10_5
chr12,10.963,3.026,CD63,ENSG00000135404.11_5
chr13,5.064,3.026,IPO5,ENSG00000065150.21_6
chr9,5.512,3.026,PBX3,ENSG00000167081.18_5
chr6,6.446,3.026,SSR1,ENSG00000124783.14_6
chr12,3.774,3.026,ERGIC2,ENSG00000087502.18_5
chr18,4.428,3.026,DSG2,ENSG00000046604.13_3
